002465_RUSLAN|Начав типографским корректором, она переросла в заведующую.
002466_RUSLAN|Трагическая жизнь интеллигента, не соответствующего занимаемой должности, превратила ее в оживленную мегеру.
002467_RUSLAN|Наибольшую антипатию вызывала у меня Копорина, ответственный секретарь журнала.
002468_RUSLAN|Она тоже по злосчастному совпадению начинала корректором.
002469_RUSLAN|Поиски ошибок стали для нее единственным импульсом.
002470_RUSLAN|Не из атомов состояло все кругом!
002471_RUSLAN|Все кругом состояло из непростительных ошибок.
002472_RUSLAN|Ошибок мелких, крупных, пунктуационных, стилистических, гражданских, нравственных, военных, административных.
002473_RUSLAN|В мире ошибок Конорина чувствовала себя телевизионной башней, уцелевшей после землетрясения.
002474_RUSLAN|Любое проявление жизни травмировало Копорину, она ненавидела юмор, пирожные, свадьбы, Европу, косметику, шашки, такси, разговоры, мультипликационные фильмы.
002475_RUSLAN|Ее раздражали меченосцы в аквариуме.
002476_RUSLAN|Помню, она возмущенно крикнула мне
002477_RUSLAN|Вы улыбались на редакционном совещании!..
002478_RUSLAN|На почетном месте в ее шкафу хранилась биография Сталина.
002479_RUSLAN|В редакции с Копориной без повода не заговаривали даже мерзавцы.
002480_RUSLAN|Просить у нес одолжения считалось абсурдом.
002481_RUSLAN|Все равно что одолжить у скорпиона жало.
002482_RUSLAN|Я работал в Костре.
002483_RUSLAN|То есть из жертвы литературного режима превратился в функционера этого режима.
002484_RUSLAN|Функционер очень емкое слово.
002485_RUSLAN|Занимая официальную должность, ты становишься человеком функции.
002486_RUSLAN|Вырваться за диктуемые ею пределы невозможно без губительного скандала, функция подавляет тебя.
002487_RUSLAN|В угоду функции твои представления незаметно искажаются.
002488_RUSLAN|И ты уже не принадлежишь себе.
002489_RUSLAN|Раньше я, будучи гонимым автором, имел все основания ненавидеть литературных чиновников.
002490_RUSLAN|Теперь меня самого ненавидели.
002491_RUSLAN|Я вел двойную жизнь.
002492_RUSLAN|В Костре исправно душил живое слово.
002493_RUSLAN|Затем надевал кепку и шел в Детгиз, Аврору, Советский писатель.
002494_RUSLAN|Там исправно душили меня.
002495_RUSLAN|Я был одновременно хищником и жертвой.
002496_RUSLAN|Первое время действовал более или менее честно.
002497_RUSLAN|Вынимал из кучи макулатуры талантливые рукописи, передавал начальству.
002498_RUSLAN|Начальство мне их брезгливо возвращало.
002499_RUSLAN|Постепенно я уподобился моим коллегам из Невы.
002500_RUSLAN|На первой же стадии внушал молодому автору
002501_RUSLAN|Старик, это безнадежно!
002502_RUSLAN|Но ведь печатаете же бог знает что!..
002503_RUSLAN|Да, мы печатали бог знает что!
002504_RUSLAN|Не мог же я увольняться из-за каждого бездарного рассказа, появившегося в Костре!..
002505_RUSLAN|Короче говоря, моя редакторская деятельность подвигами не ознаменовалась.
002506_RUSLAN|К этому времени журнал безнадежно утратил свои преимущества.
002507_RUSLAN|Традиции Маршака и Чуковского были преданы забвению.
002508_RUSLAN|Горны и барабаны заглушили щебетание птиц.
002509_RUSLAN|Все больше уделялось места публицистике.
002510_RUSLAN|Этими материалами заведовал Герман Беляев, хороший журналист из тех, что продаются лишь однажды.
002511_RUSLAN|По существу, он был добрым и порядочным человеком.
002512_RUSLAN|Как большинство российских алкоголиков.
002513_RUSLAN|Но в жестко обозначенных границах своего понимания действительности.
002514_RUSLAN|Он был слеп ко всему, что лежало за горизонтом его разумения.
002515_RUSLAN|Кроме того, номенклатурные должности заметно развратили его.
002516_RUSLAN|Приобщили к малодоступным житейским благам.
002517_RUSLAN|В этом отношении характерна история с Лосевым.
002518_RUSLAN|АМЕРИКАНСКИЙ ДЯДЮШКА
002519_RUSLAN|Лосев заведовал массовым отделом.
002520_RUSLAN|Проработал в Костре четырнадцать лет.
002521_RUSLAN|Пережил трех редакторов.
002522_RUSLAN|Относились к нему в редакции с большим почтением.
002523_RUSLAN|Его корректный тихий голос почти всегда бывал решающим.
002524_RUSLAN|Мало этого, кукольные пьесы Лосева шли в двадцати театрах.
002525_RUSLAN|Что приносило до шестисот рублей ежемесячно.
002526_RUSLAN|Четырехкомнатная квартира, финская мебель, замша, поездки на юг Лосев достиг всех стандартов отечественного благополучия.
002527_RUSLAN|Втайне он писал лирические стихи, которые нравились Бродскому.
002528_RUSLAN|Неожиданно Лосев подал документы в ОВИР.
002529_RUSLAN|В Костре началась легкая паника.
002530_RUSLAN|Все-таки орган цека комсомола.
002531_RUSLAN|А тут дезертир в редакции.
002532_RUSLAN|Разумно действовал один Сахарнов.
002533_RUSLAN|Он хотел, чтобы вся эта история прошла без лишнего шума.
002534_RUSLAN|Остальные жаждали крови, требовали собрания, буйных дискуссий.
002535_RUSLAN|В том числе и Беляев.
002536_RUSLAN|Помню, мы выпивали с ним около здания Штаба.
002537_RUSLAN|И Беляев спросил
002538_RUSLAN|Знаешь, почему уезжает твой друг?
002539_RUSLAN|Видно, хочет жить по-человечески.
002540_RUSLAN|У него в Америке богатый дядя.
002541_RUSLAN|Да брось ты, Герман!
002542_RUSLAN|Зачем ему американский дядюшка!
002543_RUSLAN|У Лосева отец известный драматург.
002544_RUSLAN|И сам он зарабатывает неплохо.
002545_RUSLAN|Так что причина не в этом.
002546_RUSLAN|А я тебе говорю, не унимался Беляев, что дядя существует.
002547_RUSLAN|Причем миллионер, и даже нефтяной король.
002548_RUSLAN|Мне надоело спорить
002549_RUSLAN|А может, ты и прав.
002550_RUSLAN|Еще больше поразило меня другое.
002551_RUSLAN|В редакции повторялась одна и та же фраза Ведь он хорошо зарабатывал.
002552_RUSLAN|Людям в голову не приходило, что можно руководствоваться какими-то соображениями помимо денежных.
002553_RUSLAN|Да и не могло им такое в голову прийти.
002554_RUSLAN|Ведь тогда каждому следовало бы признать Человек бежит от нас!
002555_RUSLAN|ЧЕМ ХУЖЕ, ТЕМ ЛУЧШЕ
002556_RUSLAN|Летом семьдесят шестого года я опять послал книгу в издательство.
002557_RUSLAN|На этот раз в Советский писатель.
002558_RUSLAN|Впервые я обратился сюда пять лет назад.
002559_RUSLAN|Меня тогда познакомили с издательским редактором.
002560_RUSLAN|Она предложила мне зайти.
002561_RUSLAN|Рукопись потом лежала у нее четыре месяца.
002562_RUSLAN|Я появлялся каждые две-три недели.
002563_RUSLAN|Редактор опускала полные слез глаза
002564_RUSLAN|Это так своеобычно.
002565_RUSLAN|Однако книга моя так и не была зарегистрирована.
002566_RUSLAN|Я не обижался.
002567_RUSLAN|Знал, что прав у редактора никаких.
002568_RUSLAN|Допустим, я отдам вашу книгу на рецензию.
002569_RUSLAN|А вдруг ее зарежут?
002570_RUSLAN|Когда еще вы напишете вторую?
002571_RUSLAN|уныло шептала она.
002572_RUSLAN|Я уже написал вторую книгу.
002573_RUSLAN|Ее тоже зарежут.
002574_RUSLAN|Нужно будет ждать третью.
002575_RUSLAN|Я уже написал третью книгу.
002576_RUSLAN|Ей тоже зарежут.
002577_RUSLAN|У меня есть четвертая.
002578_RUSLAN|К этому времени у меня были шесть готовых сборников.
002579_RUSLAN|Редактор хотела мне помочь.
002580_RUSLAN|Но что она могла бесправная, запуганная, робкая?!..
002581_RUSLAN|Теперь я решил действовать четко и официально.
002582_RUSLAN|Никаких товарищеских переговоров.
002583_RUSLAN|Регистрирую книгу.
002584_RUSLAN|Жду рецензии.
002585_RUSLAN|Что, собственно, будет потом, я не знал.
002586_RUSLAN|Я был уверен, что рукопись мне возвратят.
002587_RUSLAN|Зачем же, спрашивается, тел я в издательство?
002588_RUSLAN|Неискушенному человеку это трудно объяснить.
002589_RUSLAN|Казалось бы, все понимаешь.
002590_RUSLAN|И все-таки надеешься.
002591_RUSLAN|Книгу зарегистрировали.
002592_RUSLAN|Я положил ее на стол Чепурову.
002593_RUSLAN|Главный редактор увидел название и сразу же заметно поскучнел.
002594_RUSLAN|Он ждал чего-нибудь такого Герои рядом или, как минимум, Душа в строю.
002595_RUSLAN|А тут загадочные и неясные Пять углов.
002596_RUSLAN|Может быть, речь идет о пятиконечной звезде?
002597_RUSLAN|Значит, глумление над символом?
002598_RUSLAN|Я ждал три месяца.
002599_RUSLAN|Потом зашел в издательство.
002600_RUSLAN|Это так своеобычно, начала было редактор.
002601_RUSLAN|Я вежливо прервал ее
002602_RUSLAN|Когда будет готова рецензия?
002603_RUSLAN|Я еще не отдавала.
002604_RUSLAN|Хочу найти такого рецензента.
002605_RUSLAN|Отдайте любому.
002606_RUSLAN|Мне все равно.
002607_RUSLAN|Но ведь книгу зарежут!
002608_RUSLAN|Тогда я буду действовать иначе.
002609_RUSLAN|Мне надоело.
002610_RUSLAN|Есть у вас какой-нибудь список постоянных рецензентов?
002611_RUSLAN|Кто там первый?
002612_RUSLAN|Отдайте ему.
002613_RUSLAN|Авраменко поэт.
002614_RUSLAN|Кроме того, он недавно умер.
002615_RUSLAN|А кто последний?
002616_RUSLAN|Господь с вами.
002617_RUSLAN|Дайте Урбану.
002618_RUSLAN|Действительно.
002619_RUSLAN|Как я не сообразила?!
002620_RUSLAN|Урбан знающий и принципиальный человек.
002621_RUSLAN|Он поймет, насколько это своеобычно.
002622_RUSLAN|Я ждал еще три месяца.
002623_RUSLAN|Потом написал в издательство
002624_RUSLAN|Уважаемые товарищи!
002625_RUSLAN|В июле семьдесят пятого года я зарегистрировал у вас книгу Пять углов роман в двух частях.
002626_RUSLAN|Прошло шесть месяцев.
002627_RUSLAN|Ни рецензии, ни устного отзыва я так и не получил.
002628_RUSLAN|За это время я написал третью часть романа Судейский протокол.
002629_RUSLAN|Приступаю к написанию четвертой.
002630_RUSLAN|Как видите, темпы моей работы опережают издательские настолько, что выразить это можно лишь арифметическим парадоксом.
002631_RUSLAN|С уважением С. Довлатов.
002632_RUSLAN|Смысл и цели этого письма казались мне туманными.
002633_RUSLAN|Особенно неясным выглядел финал.
002634_RUSLAN|Кстати, чаще всего именно такие письма оказываются действенными.
002635_RUSLAN|Поскольку вызывают у начальства тревогу.
002636_RUSLAN|СОЛО НА УНДЕРВУДЕ
002637_RUSLAN|На одном ленинградском заводе произошел такой случай.
002638_RUSLAN|Старый рабочий написал директору письмо.
002639_RUSLAN|Взял лист наждачной бумаги и на оборотной стороне вывел
002640_RUSLAN|Когда мне наконец предоставят отдельное жилье?
002641_RUSLAN|Удивленный директор вызвал рабочего Что это за фокус с наждаком!
002642_RUSLAN|Рабочий ответил Обыкновенный лист ты бы использовал в сортире.
002643_RUSLAN|А так еще подумаешь малость.
002644_RUSLAN|И рабочему, представьте себе, дали комнату.
002645_RUSLAN|А директор впоследствии не расставался с этим письмом.
002646_RUSLAN|В Смольном его демонстрировал на партийной конференции.
002647_RUSLAN|Через шесть дней мне позвонили.
002648_RUSLAN|Рецензия была готова.
002649_RUSLAN|Так я еще раз убедился, что доля абсурда совершенно необходима в ответственных предприятиях.
002650_RUSLAN|До этого мне стало известно, что Урбан готовит положительную рецензию.
002651_RUSLAN|Общие знакомые говорили, что роман ему понравился.
002652_RUSLAN|И вот рецензия готова.
002653_RUSLAN|Редактор позвонила
002654_RUSLAN|Я пошел в издательство.
002655_RUSLAN|Рецензия довольно своеобычная, прошептала она.
002656_RUSLAN|Я быстро прочел
002657_RUSLAN|Сергей Довлатов писать умеет.
002658_RUSLAN|Речь у него живая и стремительная, характеристики острые и запоминающиеся.
002659_RUSLAN|Он чувствует психологические ситуации и умеет рисовать их.
002660_RUSLAN|Диалоги часто включают не только экспрессивную нагрузку, но и серьезные мысли.
002661_RUSLAN|Комлименты насторожили меня.
002662_RUSLAN|Я, как обычно, деловито заглянул в конец
002663_RUSLAN|Издавать роман в подобном виде вряд ли представляется целесообразным.
002664_RUSLAN|Остальное можно и не читать.
002665_RUSLAN|Что ж. Примерно этого я и ожидал.
002666_RUSLAN|И все-таки расстроился.
002667_RUSLAN|Меня расстроило явное нарушение правил.
002668_RUSLAN|Когда тебя убивают враги, это естественно.
002669_RUSLAN|Мы бы их в автобус не пустили.
002670_RUSLAN|Но ведь Урбан действительно талантливый человек.
002671_RUSLAN|Знаю я наших умных и талантливых критиков.
002672_RUSLAN|Одиннадцать месяцев в году занимаются проблемами чередования согласных у Рабиндраната Тагора.
002673_RUSLAN|Потом им дают на рецензию современного автора.
002674_RUSLAN|Да еще и не вполне официального.
002675_RUSLAN|И тогда наши критики закатывают рукава.
002676_RUSLAN|Мобилизуют весь свой талант, весь ум, всю объективность.
002677_RUSLAN|Всю свою неудовлетворенную требовательность.
002678_RUSLAN|И с этой вершины голодными ястребами кидаются на добычу.
002679_RUSLAN|Им скомандовали можно!
002680_RUSLAN|Им разрешили показать весь свой ум, весь талант, всю меру безопасной объективности.
002681_RUSLAN|Урбан написал справедливую рецензию.
002682_RUSLAN|Написал ее так, будто моя книга уже вышла.
002683_RUSLAN|И лежит на прилавке.
002684_RUSLAN|И вокруг лежат еще более замечательные сочинения, на которые я должен равняться.
002685_RUSLAN|То есть Урбан написал рецензию как страстный борец за вечные истины.
002686_RUSLAN|Сунулся бы к малограмотному Раевскому!
002687_RUSLAN|Ему бы показали вечные истины!
002688_RUSLAN|Ему бы показали объективность!..
002689_RUSLAN|Умный критик прекрасно знает, что можно.
002690_RUSLAN|Еще лучше знает, чего нельзя.
002691_RUSLAN|Я потом его встретил.
002692_RUSLAN|На вид рано сформировавшийся подросток.
002693_RUSLAN|Он заговорил с тревожным юмором
002694_RUSLAN|Хотите, наверное, меня побить?
002695_RUSLAN|Нет, солгал я. за что?
002696_RUSLAN|Вы написали объективную рецензию.
002697_RUSLAN|Урбан страшно оживился
002698_RUSLAN|Знаете, интересная рукопись побуждает к высоким требованиям.
002699_RUSLAN|А бездарная наоборот.
002700_RUSLAN|Ясно, думаю.
002701_RUSLAN|Бездарная рукопись побуждает к низким требованиям.
002702_RUSLAN|В силу этих требований ее надо одобрить, издать.
002703_RUSLAN|Интересная побуждает к высоким требованиям.
002704_RUSLAN|С высоты этих требований ее надлежит уничтожить.
002705_RUSLAN|С издательскими хлопотами я решил покончить навсегда.
002706_RUSLAN|Есть бумага, перо, десяток читателей.
002707_RUSLAN|И десяток писателей.
002708_RUSLAN|Жалкая кучка народа перед разведенным мостом.
002709_RUSLAN|ПОТОМКИ ДЖОРДАНО БРУНО
002710_RUSLAN|Заканчивалась моя работа в Костре.
002711_RUSLAN|Литсотрудник Галина возвращалась из декретного отпуска.
002712_RUSLAN|Опубликовать что-то стоящее я уже не рассчитывал.
002713_RUSLAN|Подчинился естественному ходу жизни.
002714_RUSLAN|Являлся к двум и шел обедать.
002715_RUSLAN|Потом отвечал на запросы уязвленных авторов.
002716_RUSLAN|Когда-то я сочинял им длинные откровенные письма.
002717_RUSLAN|Теперь ограничивался двумя строчками
002718_RUSLAN|Уважаемый товарищ!
002719_RUSLAN|Ваша рукопись не отвечает требованиям Костра.
002720_RUSLAN|На досуге я пытался уяснить, кто же имеет реальные шансы опубликоваться?
002721_RUSLAN|Выявил семь категорий
002722_RUSLAN|Знаменитый автор, видный литературный чиновник, само имя которого является пропуском.
002723_RUSLAN|Шансы сто процентов.
002724_RUSLAN|Рядовой официальный профессионал, личный друг Сахарнова.
002725_RUSLAN|Шансы семь из десяти.
002726_RUSLAN|Чиновник параллельного ведомства, с которым необходимо жить дружно.
002727_RUSLAN|Пять из десяти.
002728_RUSLAN|Неизвестный автор, чудом создавший произведение одновременно талантливое и конъюнктурное.
002729_RUSLAN|Четыре из десяти.
002730_RUSLAN|Неизвестный автор, создавший бездарное конъюнктурное произведение.
002731_RUSLAN|Три из десяти.
002732_RUSLAN|Просто талантливый автор.
002733_RUSLAN|Шансы близки к нулю.
002734_RUSLAN|Случай почти уникальный.
002735_RUSLAN|Чреват обкомовскими санкциями.
002736_RUSLAN|Бездарный автор, при этом еще и далекий от конъюнктуры.
002737_RUSLAN|Этот вариант я не рассматриваю.
002738_RUSLAN|Шансы здесь измеряются отрицательными величинами.
002739_RUSLAN|Наконец-то я понял, что удерживает Сахарнова в Костре.
002740_RUSLAN|Что привлекло сюда Воскобойникова.
002741_RUSLAN|Казалось бы, зачем им это нужно?
002742_RUSLAN|Лишние хлопоты, переживания, административные заботы.
002743_RUSLAN|Из-за каких-то двухсот пятидесяти рублей.
002744_RUSLAN|Пиши себе книги.
002745_RUSLAN|Не так все просто.
002746_RUSLAN|Журнал это своего рода достояние, валюта, обменный фонд.
002747_RUSLAN|Мы печатаем Козлова из Авроры.
002748_RUSLAN|Козлов печатает нас.
002749_RUSLAN|Или хвалит на бюро обкома.
002750_RUSLAN|Или не ругает.
002751_RUSLAN|Мы даем заработать Трофимкину Искорка.
002752_RUSLAN|Трофимкин, в свою очередь.
002753_RUSLAN|И так далее.
002754_RUSLAN|Вызывает меня Сахарнов
002755_RUSLAN|Вы эту рукопись читали?
002756_RUSLAN|По-моему, дрянь.
002757_RUSLAN|Знаете, кто автор?
002758_RUSLAN|Какой-то Володичев.
002759_RUSLAN|Или Владимиров.
002760_RUSLAN|Фамилия автора Рамзес.
002761_RUSLAN|Что значит Рамзес?!
002762_RUSLAN|Не пугайте меня!
002763_RUSLAN|Есть в правлении такой Рамзес.
002764_RUSLAN|Володя Рамзес.
002765_RUSLAN|Владимиров его псевдоним.
002766_RUSLAN|И этот Рамзес, между прочим, ведает заграничными командировками.
002767_RUSLAN|Так что будем печатать.
002768_RUSLAN|Но это совершенно безграмотная рукопись!
002769_RUSLAN|Перепишите.
002770_RUSLAN|Мы вам аккордно заплатим.
002771_RUSLAN|У нас есть специальный фонд Литобработка мемуаров деятелей революции.
002772_RUSLAN|Так он еще и старый большевик?
002773_RUSLAN|Володе Рамзесу лет сорок, но он, повторяю, ведает заграничными командировками.
002774_RUSLAN|В результате я стал на авторов как-то иначе поглядывать.
002775_RUSLAN|Приезжал к нам один из Мурманска Яковлев.
002776_RUSLAN|Привез рассказ.
002777_RUSLAN|Так себе, ничего особенного.
002778_RUSLAN|На тему собака Друг человека.
002779_RUSLAN|Я молчал, молчал, а потом говорю
002780_RUSLAN|Интересно, в Мурманске есть копченая рыба?
002781_RUSLAN|Автор засуетился, портфель расстегнул.
002782_RUSLAN|Достает копченого леща.
002783_RUSLAN|Напечатали.
002784_RUSLAN|Собака Друг человека.
002785_RUSLAN|Какие тут могут быть возражения?..
002786_RUSLAN|Опубликовал Нину Катерли.
002787_RUSLAN|Принесла мне батарейки для транзистора.
002788_RUSLAN|Иван Сабило устроил мою дочку в плавательный бассейн.
002789_RUSLAN|В общем, дело пошло.
002790_RUSLAN|Неизвестно, чем бы все это кончилось.
002791_RUSLAN|Так, не дай Господь, и в люди пробиться можно.
002792_RUSLAN|Тут, к счастью, Галина позвонила, истекал ее декретный отпуск.
002793_RUSLAN|Прощай, Костер!
002794_RUSLAN|Прощай, гибнущий журнал с инквизиторским названием!
002795_RUSLAN|Потомок Джордано Бруно легко расстается с тобой.
002796_RUSLAN|Круг замкнулся.
002797_RUSLAN|И выбрался я на свет Божий.
002798_RUSLAN|И пришел к тому, с чего начал.
002799_RUSLAN|Долги, перо, бумага, свет в неведомом окошке.
002800_RUSLAN|Круг замкнулся.
002801_RUSLAN|двадцать третьего апреля семьдесят шестого года.
002802_RUSLAN|Раннее утро.
002803_RUSLAN|Спят волнистые попугайчики Федя и Клава.
002804_RUSLAN|С вечера их клетку накрыли тяжелым платком.
002805_RUSLAN|Вот они и думают, что продолжается ночь.
002806_RUSLAN|Хорошо им живется в неволе.
002807_RUSLAN|Вот и закончена книга, плохая, хорошая.
002808_RUSLAN|Дерево не может быть плохим или хорошим.
002809_RUSLAN|Расти, моя корявая сосенка!
002810_RUSLAN|Да не бывать тебе корабельною мачтой!
002811_RUSLAN|Словом, а не делом отвечаю я тем, кто замучил меня.
002812_RUSLAN|Словом, а не делом!
002813_RUSLAN|Я даже хочу принести благодарность этим таинственным силам.
002814_RUSLAN|Ведь мне оказана большая честь пострадать за свою единственную любовь!
002815_RUSLAN|А кончу я последней записью из Соло на ундервуде
002816_RUSLAN|Самое большое несчастье моей жизни гибель Анны Карениной!
002817_RUSLAN|Часть вторая.
002818_RUSLAN|Невидимая газета
002819_RUSLAN|ПРЕДИСЛОВИЕ
002820_RUSLAN|Пятый год я разгуливаю вверх ногами.
002821_RUSLAN|С того дня, как мы перелетели через океан.
002822_RUSLAN|Если верить, что земля действительно круглая.
002823_RUSLAN|Мы это наше безумное семейство, где каждый вечно прав.
002824_RUSLAN|В конце семьдесят девятого года мы дружно эмигрировали.
002825_RUSLAN|Хотя атмосфера взаимной правоты не очень-то располагает к совместным действиям.
002826_RUSLAN|У нас были разнообразные претензии к советской власти.
002827_RUSLAN|Мать страдала от бедности и хамства.
002828_RUSLAN|Жена единственная христианка в басурманской семье ненавидела антисемитизм.
002829_RUSLAN|Крамольные взгляды дочери были незначительной частью ее полного отрицания мира.
002830_RUSLAN|Я жаловался, что меня не печатают.
002831_RUSLAN|Последний год в Союзе был довольно оживленным.
002832_RUSLAN|Я не работал.
002833_RUSLAN|Жена уволилась еще раньше, нагрубив чиновнику-антисемиту с подозрительной фамилией Миркин.
002834_RUSLAN|Возле нашего подъезда бродили загадочные личности.
002835_RUSLAN|Дочка бросила школу.
002836_RUSLAN|Мы боялись выпускать ее из дома.
002837_RUSLAN|Потом меня неожиданно забрали и отвезли в Каляевский спецприемник.
002838_RUSLAN|Я обвинялся в тунеядстве, притонодержательстве и распространении нелегальной литературы.
002839_RUSLAN|В качестве нелегальной литературы фигурировали мои собственные произведения.
002840_RUSLAN|Как говорил Зощенко, тюрьма не место для интеллигентного человека.
002841_RUSLAN|Худшее, что я испытал там необходимость оправляться публично.
002842_RUSLAN|Хотя некоторые проделывали это с шумным, торжествующим воодушевлением.
002843_RUSLAN|Мне вспоминается такая сцена.
002844_RUSLAN|Заболел мой сокамерник, обвинявшийся в краже цистерны бензина.
002845_RUSLAN|Вызвали фельдшера, который спросил
002846_RUSLAN|Что у тебя болит?
002847_RUSLAN|Живот и голова.
002848_RUSLAN|Фельдшер вынул таблетку, разломил ее на две части и строго произнес
002849_RUSLAN|Это от головы.
002850_RUSLAN|А это от живота.
002851_RUSLAN|Да смотри, не перепутай.
002852_RUSLAN|Выпустили меня на девятые сутки.
002853_RUSLAN|Я так и не понял, что случилось.
002854_RUSLAN|Забрали без повода и выпустили без объяснений.
002855_RUSLAN|Может, подействовали сообщения в западных газетах.
002856_RUSLAN|Да и по радио упоминали мою фамилию.
002857_RUSLAN|Говорят, литовские математики неофициально проделали опыт.
002858_RUSLAN|Собрали около тысячи фактов загадочного поведения властей.
002859_RUSLAN|Заложили данные в кибернетическую машину.
002860_RUSLAN|Попросили ее дать оценку случившемуся.
002861_RUSLAN|Машина вывела заключение намеренный алогизм.
002862_RUSLAN|А затем, по слухам, добавила короткое всеобъемлющее ругательство.
002863_RUSLAN|Все это кажется мне сейчас таким далеким.
002864_RUSLAN|Время, умноженное на пространство, творит чудеса.
002865_RUSLAN|Пятый год я разгуливаю вверх ногами.
002866_RUSLAN|И все не могу к этому привыкнуть.
002867_RUSLAN|Ведь мы поменяли не общественный строй.
002868_RUSLAN|Не географию и климат.
002869_RUSLAN|Не экономику, культуру или язык.
002870_RUSLAN|И тем более не собственную природу.
002871_RUSLAN|Люди меняют одни печали на другие, только и всего.
002872_RUSLAN|Я выбрал здешние печали и, кажется, не ошибся.
002873_RUSLAN|Теперь у меня есть все, что надо.
002874_RUSLAN|У меня есть даже американское прошлое.
002875_RUSLAN|Я так давно живу в Америке, что могу уже рассказывать о своих здешних печалях.
002876_RUSLAN|Например, о том, как мы делали газету.
002877_RUSLAN|Недаром говорят, что Америка страна зубных врачей и журналистов.
002878_RUSLAN|Оказалось, быть русским журналистом в Америке нелегкое дело.
002879_RUSLAN|Зубным врачам из Гомеля приходится легче.
002880_RUSLAN|Однако мы забежали вперед.
002881_RUSLAN|Мы поселились в одной из русских колоний Нью-Йорка.
002882_RUSLAN|В одном из шести громадных домов, занятых почти исключительно российскими беженцами.
002883_RUSLAN|У нас свои магазины, прачечные, химчистки, фотоателье, экскурсионное бюро.
002884_RUSLAN|Свои таксисты, миллионеры, религиозные деятели, алкоголики, гангстеры и проститутки.
002885_RUSLAN|СОЛО НА УНДЕРВУДЕ
002886_RUSLAN|Напротив моего дома висит объявление
002887_RUSLAN|Переводы с английского на русский и обратно.
002888_RUSLAN|Спросить Риту или Яшу.
002889_RUSLAN|Также продается итальянский столик на колесах.
002890_RUSLAN|Кроме нас в этом районе попадаются американские евреи, индусы, гаитяне, чернокожие.
002891_RUSLAN|Не говоря, разумеется, о коренных жителях.
002892_RUSLAN|Коренных жителей мы называем иностранцами.
002893_RUSLAN|Нас слегка раздражает, что они говорят по-английски.
002894_RUSLAN|Мы считаем, что это бестактность.
002895_RUSLAN|К неграм мы относимся с боязливым пренебрежением.
002896_RUSLAN|Мы убеждены, что все они насильники и бандиты.
002897_RUSLAN|Даже косоглазая Фира боится изнасилования.
002898_RUSLAN|Я думаю, зря.
002899_RUSLAN|Она говорит
002900_RUSLAN|Зимой и летом надеваю байковые рейтузы.
002901_RUSLAN|СОЛО НА УНДЕРВУДЕ
002902_RUSLAN|В Союзе к чернокожим относятся любовно и бережно.
002903_RUSLAN|Вспоминаю, как по телевидению демонстрировался боксерский матч.
002904_RUSLAN|Негр, черный, как вакса, дрался с белокурым поляком.
002905_RUSLAN|Московский комментатор деликатно пояснил
002906_RUSLAN|Чернокожего боксера вы можете отличить по светло-голубой каемке на трусах.
002907_RUSLAN|Как-то мы с Фирой разговорились возле лифта.
002908_RUSLAN|Фира пожаловалась на свое одиночество.
002909_RUSLAN|Давала, говорит, объявление в газету никакого эффекта.
002910_RUSLAN|Все приличные мужчины женаты.
002911_RUSLAN|А годы идут.
002912_RUSLAN|Мне захотелось чем-то ее утешить.
002913_RUSLAN|Ты, говорю, еще встретишь хорошего человека.
002914_RUSLAN|Не отчаивайся.
002915_RUSLAN|У меня с женой тоже были всякие неприятности.
002916_RUSLAN|Мы даже чуть не развелись.
002917_RUSLAN|А потом все наладилось.
002918_RUSLAN|Я твою жену хорошо понимаю, откликнулась Фира, каждая русская баба в Америке держится за свое говно.
002919_RUSLAN|В любом случае чужое еще хуже.
002920_RUSLAN|Вот попадется какой-нибудь шварц.
002921_RUSLAN|Кстати, негры в этом районе люди интеллигентные.
002922_RUSLAN|Я думаю, они нас сами побаиваются.
002923_RUSLAN|Однажды Хася Лазаревна с четвертого этажа забыла кошелек в аптеке.
002924_RUSLAN|И черный парень, который там работал, бежал за Хасей метров двести.
002925_RUSLAN|Будучи настигнутой, Хася так обрадовалась, что поцеловала его в щеку.
002926_RUSLAN|Негр вскрикнул от ужаса.
002927_RUSLAN|Моя жена, наблюдавшая эту сцену, потом рассказывала
002928_RUSLAN|Он, знаешь, так перепугался!
002929_RUSLAN|Впервые я увидела совершенно белого негра.
002930_RUSLAN|В общем, район у нас спокойный.
002931_RUSLAN|Не то что Брайтон или даже Фар Раковей.
002932_RUSLAN|Многие из русских эмигрантов научились зарабатывать приличные деньги.
002933_RUSLAN|Наиболее удачливые купили собственные дома.
002934_RUSLAN|А неудачники поняли главный экономический закон.
002935_RUSLAN|Хорошо здесь живется миллионерам и нищим.
002936_RUSLAN|Правда, миллионером в русской колонии считают любого терапевта, не говоря о дантистах.
002937_RUSLAN|Много и тяжело работают представители среднего класса.
002938_RUSLAN|Выше какого-то уровня подняться нелегко.
002939_RUSLAN|И ниже определенной черты скатиться трудно.
002940_RUSLAN|Самые мудрые из эмигрантов либо по-настоящему разбогатели, либо вконец обнищали.
002941_RUSLAN|А мы с женой все еще где-то посередине.
002942_RUSLAN|Сыты, одеты, бывали в Европе.
002943_RUSLAN|Меню в ресторане читаем слева направо.
002944_RUSLAN|А ведь первую кровать я отыскал на мусорной свалке.
002945_RUSLAN|То. да, четыре года назад мы оказались в совершенно пустой квартире.
002946_RUSLAN|Хорошее было время.
